verdict,bioproject,sra_study,organism,cohort_line,evidence,tissue_verdict,smaller_arm,n_target_runs,n_target_biosamples,n_runs_total,n_total_rna_random,n_long_read,n_long_inferred,n_polya_mrna,n_small_rna,n_rna_unspecified,n_not_rna,n_random_declared,n_ribodep_declared,n_random_text,n_priming_unspecified,n_prefrontal,n_hippocampal,n_brain_other,n_brain_any,n_csf,n_biofluid,n_cell_model,n_tissue_unannotated,tissue_attrs,case_only,control_only,ambiguous,unlabeled,target_selections,target_assay_types,target_platforms,target_instruments,target_library_names,ad_terms,ctrl_terms,median_target_readlen,target_gb,latest_release,bioproject_url,run_selector_url,study_title,study_description,submitter,registration_date,project_data_type,title_mentions_alzheimer,title_mentions_mirna
single-arm or too small,PRJNA1238317,SRP571630,Homo sapiens,12 target samples: 6 AD-like / 0 control / 6 other,long-read platform,PREFRONTAL,0,12,12,12,0,12,0,12,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,"isolate_sam_ss_dpl100=p2503, isolate_sam_ss_dpl100=p2805, isolate_sam_ss_dpl100=p2843, isolate_sam_ss_dpl100=p2920, isolate_sam_ss_dpl100=p2921, isolate_sam_ss_dpl100=p2937",6,0,0,6,[cDNA_oligo_dT],[RNA-Seq],[OXFORD_NANOPORE],[PromethION],"[FTD_1_ONT,FTD_2_ONT,FTD_3_ONT,FTD_4_ONT,FTD_5_ONT,FTD_6_ONT,Ctrl_1_ONT,Ctrl_2_ONT]",[dementia],[],851,669.0,2025-07-16 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1238317,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP571630,Single-nucleus ONT case-control sequencing of human post-mortem brain from frontotemporal dementia samples and controls,"The goal of this study was to identify RNA-isoform dysregulation events in frontotemporal dementia (FTD). Single-nucleus long-read sequencing of cDNA was performed on 6 samples with FTD and 6 samples from neurologically normal brains. All samples were from human post-mortem brain, from the superior frontal gyrus. All FTD samples had progranulin-deficient FTD (GRN-FTD). 10x Genomics was used for single-nucleus barcoding and Oxford Nanopore Technologies was used for long-read sequencing. The same single-nucleus barcoding process was also used as input to short-read Illumina sequencing for cell-type identification and gene-expression analysis. The short-read data can be found at the Gene Expression Omnibus with accession number GSE250280.",Weill Cornell Medicine,2025/03/19 00:00,Raw sequence reads,True,False
single-arm or too small,PRJNA981131,SRP441681,Mus musculus,47 target samples: 27 AD-like / 0 control,long-read platform,brain (other region),0,47,47,47,0,47,0,0,0,47,0,0,0,0,0,0,47,0,47,0,0,0,0,"biomaterial_provider_sam=eli lilly and company (uk), isolate_sam_ss_dpl100=k17, isolate_sam_ss_dpl100=k18, isolate_sam_ss_dpl100=k19, isolate_sam_ss_dpl100=k20, isolate_sam_ss_dpl100=k20, k18, k23, k21, k19, k17",27,0,20,0,[RT-PCR],[FL-cDNA],"[PACBIO_SMRT,OXFORD_NANOPORE]","[Sequel,MinION]","[Batch PacBio 1 flowcell,Batch PacBio 2 flowcell,Batch PacBio 3 flowcell,Batch ONT 1 flowcell,Batch ONT 2 flowcell,PacBio demultiplexed sample Batch 1, Sample 1,PacBio demultiplexed sample Batch 1, Sample 2,PacBio demultiplexed sample Batch 1, Sample 3]",[p301l],[wt],1497,49.9,2024-06-18 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA981131,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP441681,Targeted long-read sequencing of rTg4510 mouse model,"Targeted cDNA Oxford Nanopore Technologies and PacBio Iso-Seq of a mouse model of tau pathology (rTg4510).The panel of genes selected for enrichment included:- genes affected by autosomal dominant mutations associated with neurodegeneration (App, Mapt, Snca, Fus, Tardbp)- dementia risk genes identified from genome-wide association study (GWAS) analyses (Apoe, Abca1, Abca7, Picalm, Sorl1, Bin1, Trem2, Cd33, Clu, Ptk2b)- epigenome-wide association study (EWAS) analyses (Ank1, Rhbdf2)- genes implicated in other neurological phenotypes (Fyn, Trpa1, Vgf)",University of Exeter,2023/06/07 00:00,Raw sequence reads,True,False
single-arm or too small,PRJNA1482722,SRP713107,Mus musculus,46 target samples: 24 AD-like / 0 control / 22 other,libraryselection = Inverse rRNA,brain (other region),0,46,46,46,46,0,0,0,0,0,0,0,46,0,0,0,0,46,46,0,0,0,0,"isolate_sam_ss_dpl100=cor-1, isolate_sam_ss_dpl100=cor-114, isolate_sam_ss_dpl100=cor-120, isolate_sam_ss_dpl100=cor-121, isolate_sam_ss_dpl100=cor-124, isolate_sam_ss_dpl100=cor-131",24,0,0,22,[Inverse rRNA],[RNA-Seq],[ILLUMINA],[Illumina NovaSeq X Plus],"[WT-107,WT-5,WT-44,WT-72,WT-143,WT-6,WT-45,WT-114]","[5xfad,app/ps1]",[],300,168.7,2026-06-27 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1482722,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP713107,Comparative Analysis of Transgenic AD Mouse Models,"AD research relies on valid animal models, yet the pathological characteristics of these models require systematic characterization across disease stages. Here, we comprehensively evaluated APPPS1 mice aged 8-20 months and 5xFAD mice aged 6-12 months. APPPS1 mice showed relatively late cognitive impairment, gradual Ab accumulation and glial activation peaking at 16 moa, whereas 5xFAD mice exhibited earlier deficits, aggressive Ab pathology and earlier glial activation. Transcriptomic analysis revealed stage-specific differentially expressed genes and immune-related pathway dysregulation in both models, with distinct initiation or progression features. APPPS1 mice are suitable for late-stage AD and long-term intervention studies, whereas 5xFAD mice are suitable for early-stage AD studies and high-throughput drug screening, providing a useful reference for AD model selection and preclinical research.",Pharmaron Bejing Co Ltd,2026/06/27 00:00,Raw sequence reads,False,False
single-arm or too small,PRJNA1117576,SRP542860,Mus musculus,18 target samples: 3 AD-like / 0 control / 15 other,libraryselection = RANDOM,brain (other region),0,18,18,18,18,0,0,0,0,0,0,18,0,0,0,0,18,0,18,0,0,0,0,"cell_line_sam=not applicable, cell_type_sam_ss_dpl37=hippocampal, isolate_sam_ss_dpl100=not applicable, sample_type_sam_ss_dpl131=tissue sample, tissue_sam_ss_dpl145=hippocampal",3,0,0,15,[cDNA_randomPriming],[RNA-Seq],[ILLUMINA],[Illumina NovaSeq 6000],"[Frozen M20_1,Frozen M20_2,Frozen M20_3,PFAHT_1,PFAHT_2,PFAHT_3,PFALT_1,PFALT_2]",[5xfad],[],133,302.0,2025-04-08 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1117576,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP542860,snCED-seq: High-fidelity cryogenic enzymatic dissociation of nuclei for single-nucleus RNA-seq of FFPE tissues,"Profiling cellular heterogeneity in formalin-fixed paraffin-embedded (FFPE) tissues is key to characterizing clinical specimens for biomarkers, therapeutic targets, and drug responses. Recent advancements in single-nucleus RNA sequencing (snRNA-seq) techniques tailored for FFPE tissues have demonstrated their feasibility. However, isolation of high-quality nuclei from FFPE tissue with current methods remains challenging due to RNA cross-linking. We, therefore, proposed a novel strategy for the preparation of high-fidelity nuclei from FFPE samples, cryogenic enzymatic dissociation (CED) method, and performed snRandom-seq (snCED-seq) for polyformaldehyde (PFA) -fixed and FFPE brains to verify its applicability. The method is compatible with both PFA-based and FFPE brains or other organs with less hands-on time and lower reagent costs, and produced 10 times more nuclei than the homogenate method, without secondary degradation of RNA, and maximized the retention of RNA molecules within nuclei. snCED-seq shows 1.5-2 times gene and UMI numbers per nucleus, higher gene detection sensitivity and RNA coverage, and a minor rate of mitochondrial and ribosomal genes, compared with the nuclei f",SINH,2024/05/28 00:00,Transcriptome or Gene expression,False,False
single-arm or too small,PRJNA894145,SRP404823,Mus musculus,12 target samples: 6 AD-like / 0 control / 6 other,libraryselection = RANDOM,brain (other region),0,12,12,12,12,0,0,0,0,0,0,12,0,0,0,0,12,0,12,0,0,0,0,"isolate_sam_ss_dpl100=1a, isolate_sam_ss_dpl100=1b, isolate_sam_ss_dpl100=1c, isolate_sam_ss_dpl100=1d, isolate_sam_ss_dpl100=2a, isolate_sam_ss_dpl100=2b",6,0,0,6,[RANDOM],[RNA-Seq],[ABI_SOLID],[AB 5500 Genetic Analyzer],"[WT3.R1.fq.gz,WT3_2.R1.fq.gz,WT3_3.R1.fq.gz,AD3.R1.fq.gz,AD3_2.R1.fq.gz,AD3-3.R1.fq.gz,WT16.R1.fq.gz,WT16_2.R1.fq.gz]",[3xtg],[],141,93.2,2022-12-30 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA894145,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP404823,"3 and 16 month 3xTg AD mice, 3 and 16 month WT mice",To explore the genes expression during the aging and AD,Renmin hospital of Wuhan univeristy,2022/10/25 00:00,Raw sequence reads,False,False
single-arm or too small,PRJNA677972,SRP292749,Mus musculus,4 target samples: 3 AD-like / 0 control / 9 other,libraryselection = RANDOM,brain (other region),0,12,4,24,12,0,0,0,0,12,0,12,0,0,0,0,0,12,12,0,0,0,0,tissue_sam_ss_dpl145=brain cortex,3,0,0,9,[RANDOM PCR],[RNA-Seq],[BGISEQ],[BGISEQ-500],"[totalRNA-1,totalRNA-3,totalRNA-2]",[tg2576],[],100,31.4,2022-01-07 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA677972,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP292749,Transcriptomic and Translatomic of brain cortex in mice AD models,We used RNA-Seq and Ribo-Seq to explore gene expression regulation at both transcriptome and translatome levels in two different transgenic mice models of Alzheimer's diseases. For this we specifically used the brain cortex of preferentially asymptomatic mice (6 month old),Instituto de Investigaciones Biologicas Clemente Estable,2020/11/12 00:00,Transcriptome or Gene expression,True,False
single-arm or too small,PRJEB49320,ERP133814,Homo sapiens,8 target samples: 4 AD-like / 0 control / 4 other,long-read platform,brain (other region),0,8,8,8,0,8,0,0,0,8,0,0,0,0,0,0,0,8,8,0,0,0,0,"cell_line_sam=sh-sy5y, organism_part_sam=brain",4,0,0,4,[RT-PCR],[AMPLICON],[OXFORD_NANOPORE],[MinION],"[Patient 4_s,Patient 2_s,Patient 1_s,Patient 3_s,SHSY5Y_DOX_1_s,SHSY5Y_DOX_2_s,SHSY5Y_NT_1_s,SHSY5Y_NT_2_s]",[dementia],[],1612,0.2,2022-02-11 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJEB49320,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=ERP133814,Nanopore sequencing of UNC13A from SHSY5Y and patient RNA,"UNC13A contains a novel cryptic exon which is expressed upon TDP-43 knockdown. However, it also features TDP-43 regulated intron retention of a downstream intron. To investigate the correlation of these two events, we performed Nanopore sequencing of amplicons from SHSY5Y cells with inducible TDP-43 knockdown, and FTD patient RNA samples",European Bioinformatics Institute,2022/02/11 00:00,Other,False,False
single-arm or too small,PRJNA663877,SRP282605,Mus musculus,8 target samples: 8 AD-like / 0 control,long-read platform,brain (other region),0,8,8,8,0,8,0,0,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,"biomaterial_provider_sam=eli lilly and company (windlesham, uk), isolate_sam_ss_dpl100=b21, isolate_sam_ss_dpl100=c21, isolate_sam_ss_dpl100=k17, isolate_sam_ss_dpl100=k23, isolate_sam_ss_dpl100=m21",8,0,0,0,[RT-PCR],[FL-cDNA],[PACBIO_SMRT],[Sequel],"[B21,C21,K17,K23,M21,O23,Q21,S23]",[p301l],[],1530,53.9,2021-10-05 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA663877,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP282605,Long-read sequencing in the mouse cortex,Use of Pacific Biosciences long-read isoform sequencing (Iso-Seq) approach to generate full-length cDNA sequences from human and mouse cortex for comprehensive isoform landscaping.,University of Exeter,2020/09/16 00:00,Raw sequence reads,False,False
single-arm or too small,PRJNA224740,SRP032165,Homo sapiens,8 target samples: 1 AD-like / 4 control / 3 other,long-read platform,other,1,8,8,24,0,8,0,0,0,24,0,0,0,0,8,0,0,0,0,0,0,0,0,"source_name_sam=primary fibroblast cell cultures, tissue_sam_ss_dpl145=fibroblast",1,4,0,3,[cDNA],[RNA-Seq],[ILLUMINA],[Illumina HiSeq 2000],[],[dementia],[control],45,5.3,2013-12-24 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA224740,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP032165,Targeted degradation of sense and antisense C9orf72 RNA foci as therapy for amyotrophic lateral sclerosis and frontotemporal dementia (Multiplex Analysis of PolyA-linked Sequences),"Purpose: The purpose of this experiment is to identify a C9-ALS/FTD specific genomic profile in fibroblast lines that is distinct from sporadic ALS without C9orf72 expansion and non-neurologic control cells. The study will then evaluate the effect on this identified profile of ASO treatment targeting the sense strand RNA transcript of the C9orf72 gene. Methods: Expression profiling was performed on RNAs from fibroblasts of four C9orf72 patients, four control individuals and four sporadic ALS patients using Multiplex Analysis of PolyA-linked Sequences method. Results: Hierarchical clustering of expression values for all genes showed that the four C9orf72 patient lines had an expression profile distinct from control and sporadic ALS lines. Statistical comparison of expression values between the four C9orf72 lines and the four control lines revealed that 122 genes were upregulated (defined by a False Discovery Rate FDR<0.05) and 34 genes were downregulated (defined by a False Discovery Rate FDR <0.05) in C9orf72 patient fibroblasts. Conclusions: A genome wide RNA signature can be defined in fibroblasts with C9orf72 expansion. ASO-mediated reduction of C9orf72 RNA levels in fibroblasts","Ravits, Neuroscience, UCSD",2013/10/24 00:00,Transcriptome or Gene expression,True,False
single-arm or too small,PRJNA1284072,SRP596060,Mus musculus,16 target samples: 8 AD-like / 0 control / 8 other,libraryselection = Inverse rRNA,other,0,16,16,16,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,"cell_type_sam_ss_dpl37=microglia, isolate_sam_ss_dpl100=1, isolate_sam_ss_dpl100=1706, isolate_sam_ss_dpl100=1707, isolate_sam_ss_dpl100=1708, isolate_sam_ss_dpl100=1709",8,0,0,8,[Inverse rRNA],[RNA-Seq],[ILLUMINA],[NextSeq 550],"[OBMG1,OBMG2,OBMG3,OBMG4,OBMG5,OBMG6,OBMG7,OBMG8]",[nl-g-f],[],148,24.0,2025-06-30 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1284072,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP596060,Locus Coeruleus noradrenergic axon loss drives olfactory dysfunction in Alzheimer's disease,"Alzheimer's disease (AD) often begins with non-cognitive symptoms such as olfactory deficits, which can predict later cognitive decline, though the mechanisms remain unclear. Pathologically, the brainstem locus coeruleus (LC), the main source of the neurotransmitter noradrenalin (NA) modulating olfactory information processing is affected ealy. Here we show early and distinct loss of noradrenergic input to the olfactory bulb (OB) coinciding with impaired olfaction in an AD mouse model, before appearance of amyloid plaques. Mechanistically, OB microglia recognize and phagocytose LC axons. Reducing phagocytosis genetically preserves LC axons and olfaction. Importantly, patients with prodromal AD display elevated TSPO-PET signals in the OB, similarly to AppNL-G-F mice. We further confirm early LC axon degeneration in post-mortem OBs in patients with early AD. Our findings reveal a mechanism linking early LC damage to hyposmia in AD, suggesting olfactory testing and neurocircuit imaging for early diagnosis and enable timely therapeutic intervention for Alzheimer's disease.",University of Munich,2025/06/30 00:00,Raw sequence reads,True,False
single-arm or too small,PRJNA1481852,SRP712604,Mus musculus,14 target samples: 14 AD-like / 0 control,long-read platform,other,0,14,14,14,0,14,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,"source_name_sam=mild spinal cord, tissue_sam_ss_dpl145=mild spinal cord",14,0,0,0,[cDNA],[RNA-Seq],[OXFORD_NANOPORE],[PromethION],"[GSM9834810,GSM9834809,GSM9834808,GSM9834807,GSM9834806,GSM9834805,GSM9834804,GSM9834803]",[ps19],[],1412,56.1,2026-07-15 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1481852,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP712604,Repeated mild spinal cord contusions exacerbate tauopathy development in PS19 mice,"Growing evidence indicates that traumatic brain injury constitutes a significant risk factor for the development of age-related tauopathies, yet the consequences of repeated mild spinal cord injuries (rmSCI) remain insufficiently explored. In this context, we developed a mouse model undergoing two successive mild cervical contusions during young adulthood, which do not produce immediate functional motor deficits, thereby mimicking real-life conditions of occupational- or sports-related trauma. rmSCI were induced in PS19 (hTauP301S) mice developing late-onset tauopathy in the brain and in the spinal cord. The consequences of rmSCI were assessed on motor outcomes and tauopathy signature in injured PS19 mice during ageing. rmSCI exacerbated age-dependent motor deficits and significantly increased tau hyperphosphorylation on the pSer422 and pSer202/Thr205 epitopes. Pathological changes, initially confined to the epicenter of the contusions, extended along a caudo-rostral axis reaching the thalamus. While rmSCI did not modify intraspinal tau aggregation, spinal cord-derived protein extracts displayed enhanced seeding activity in vitro. Although causality was not established with tau hyp",CHU UCL Namur,2026/06/24 00:00,Transcriptome or Gene expression,True,False
target arm unlabeled - CHECK BY HAND,PRJNA1307787,SRP609780,Mus musculus,10 target samples: 0 AD-like / 0 control / 10 other,libraryselection = RANDOM,other,0,10,10,12,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,"isolate_sam_ss_dpl100=cd11b+cd45low, sample_type_sam_ss_dpl131=purified microglia, tissue_sam_ss_dpl145=forebrain and midbrain",0,0,0,10,[RANDOM],"[RNA-Seq,RIP-Seq]",[ILLUMINA],"[Illumina NovaSeq 6000,Illumina NovaSeq X Plus]","[117_LGH0240_L1,122_LGH0242_L1,168_LGH0245_L1,116_LGH0239,165_LGH0243_L1,169_LGH0246_L1,Ctrl_input,Ctrl_IP]",[5xfad],[],300,23.5,2026-08-01 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA1307787,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP609780,Mettl3 conditional knockout in mice,"We performed Smart-seq and MeRIP-seq sequencing on steady-state microglia, and conducted 10x single-cell sequencing on hippocampal tissues from Alzheimer's disease model mice.",ShanghaiTech University,2025/08/19 00:00,Raw sequence reads,True,False
single-arm or too small,PRJNA749157,SRP329562,Mus musculus,9 target samples: 6 AD-like / 0 control / 3 other,libraryselection = RANDOM,other,0,9,9,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,tissue_sam_ss_dpl145=spleen,6,0,0,3,[RANDOM PCR],[RNA-Seq],[BGISEQ],[MGISEQ-2000RS],"[VC1,VC4,VC6,C3G2,C3G4,C3G6,APP2,APP4]",[appswe],[],150,38.9,2022-08-31 00:00:00.000000 UTC,https://www.ncbi.nlm.nih.gov/bioproject/PRJNA749157,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP329562,Spleen RNA-Seq analysis of wild-type mice and Alzheirmer mice model treated with phytoconstituent (cyanidin 3-O-glucoside),Study transcriptome of spleen of wild-type mice and Alzheimer mice model treated with phytoconstituent (cyanidin 3-O-glucoside) to unveil the targets genes responsible for the positive outcome in the treatment,Gachon University,2021/07/23 00:00,Raw sequence reads,True,False
